"Year","Plot","Tag","Morphoname","Taxon","Identification.uncertain","X..cm.","Y..cm.","Tag.offset.x..cm.","Tag.offset.y..cm.","Died.this.census","Length..cm.","Height..cm.","X..Capitulescences","Is.seedling","Number.of.individuals.represented.by.tag","Length.per.individual..cm.","Height.per.individual..cm.","Notes"
2016,17,"288","Elymus lanceolatus","Elymus lanceolatus",0,20,89,-10,0,0,13,14,0,0,1,,,"2 clumps"
2016,17,"289","Elymus lanceolatus","Elymus lanceolatus",0,29,85,10,0,0,10,21,5,0,1,,,"1 clump"
2016,17,"290","Elymus lanceolatus","Elymus lanceolatus",0,25,95,-10,0,0,5,13,0,0,1,,,"2 clumps"
2016,17,"291","Elymus lanceolatus","Elymus lanceolatus",0,36,100,-10,0,0,13,25,6,0,1,,,"1 clump"
2016,17,"292","Elymus lanceolatus","Elymus lanceolatus",0,35,100,5,-5,0,5,11,0,0,1,,,"1 clump"
2016,17,"1164","Lupinus argenteus","Lupinus argenteus",0,92,77,-10,-10,1,0,0,0,0,1,,,
2016,17,"1593","Lupinus argenteus","Lupinus argenteus",0,64,65,-10,-10,0,25,3,0,0,1,,,"bad condition"
2016,17,"1594","Lupinus argenteus","Lupinus argenteus",0,100,80,-10,0,1,0,0,0,0,1,,,
2016,17,"1595","Lupinus argenteus","Lupinus argenteus",0,100,90,0,10,1,0,0,0,0,1,,,
2016,17,"309","Lupinus argenteus","Lupinus argenteus",0,75,60,-10,-10,0,7,3,0,0,1,,,
2016,17,"310","Lupinus argenteus","Lupinus argenteus",0,85,60,-10,-10,0,0,0,0,0,1,,,
2016,17,"311","Lupinus argenteus","Lupinus argenteus",0,75,70,-10,-10,1,0,0,0,0,1,,,
2016,17,"312","Lupinus argenteus","Lupinus argenteus",0,75,73,0,5,1,0,0,0,0,1,,,
2016,17,"313","Lupinus argenteus","Lupinus argenteus",0,85,80,0,5,0,12,6,0,0,1,,,
2016,17,"314","Lupinus argenteus","Lupinus argenteus",0,90,70,0,-10,1,0,0,0,0,1,,,
2016,17,"1165","Lupinus argenteus","Lupinus argenteus",0,102,75,-10,-10,1,0,0,0,0,1,,,
2016,17,"1596","Lupinus argenteus","Lupinus argenteus",0,108,88,10,0,1,0,0,0,0,1,,,
2016,17,"315","Lupinus argenteus","Lupinus argenteus",0,105,80,-10,-10,0,0.5,1,0,0,1,,,
2016,17,"316","Lupinus argenteus","Lupinus argenteus",0,130,55,-10,-10,1,0,0,0,0,1,,,
2016,17,"293","Elymus lanceolatus","Elymus lanceolatus",0,30,105,-5,0,0,7,18,1,0,1,,,
2016,17,"294","Lupinus argenteus","Lupinus argenteus",0,40,123,-10,-10,0,0,0,0,0,1,,,
2016,17,"295","Lupinus argenteus","Lupinus argenteus",0,28,140,-10,-10,0,0,0,0,0,1,,,
2016,17,"298","Lupinus argenteus","Lupinus argenteus",0,45,110,-10,-10,1,0,0,0,0,1,,,
2016,17,"299","Lupinus argenteus","Lupinus argenteus",0,70,110,-10,-10,0,0,0,0,0,1,,,
2016,17,"300","Lupinus argenteus","Lupinus argenteus",0,80,110,-10,-10,0,4,4,0,0,1,,,
2016,17,"301","Lupinus argenteus","Lupinus argenteus",0,90,110,-10,-10,0,0,0,0,0,1,,,
2016,17,"302","Lupinus argenteus","Lupinus argenteus",0,92,140,-10,-10,0,0,0,0,0,1,,,
2016,17,"303","Lupinus argenteus","Lupinus argenteus",0,95,125,-10,-10,0,0,0,0,0,1,,,
2016,17,"324","Lupinus argenteus","Lupinus argenteus",0,150,105,-10,-10,1,0,0,0,0,1,,,
2016,17,"323","Lupinus argenteus","Lupinus argenteus",0,199,130,-10,0,0,1,2,0,0,1,,,
2016,17,"326","Lupinus argenteus","Lupinus argenteus",0,155,150,-10,-10,0,0,0,0,0,1,,,
2016,17,"296","Lupinus argenteus","Lupinus argenteus",0,28,183,-10,-10,1,0,0,0,0,1,,,
2016,17,"297","Lupinus argenteus","Lupinus argenteus",0,40,183,-10,-10,0,6,6,0,0,1,,,
2016,17,"327","Lupinus argenteus","Lupinus argenteus",0,115,160,-10,-10,0,0,0,0,0,1,,,
2016,18,"328","Ivesia gordonii","Ivesia gordonii",0,34,11.5,-10,-10,0,25,10,40,0,1,,,
2016,18,"338","Ivesia gordonii","Ivesia gordonii",0,102,50,-10,-10,0,24,9,27,0,1,,,
2016,18,"330","Eriogonum umbellatum","Eriogonum umbellatum",0,45,75,-10,-10,0,42,4,95,0,1,,,
2016,18,"331","Ivesia gordonii","Ivesia gordonii",0,30,90,-10,-10,1,0,0,0,0,1,,,
2016,18,"332","Ivesia gordonii","Ivesia gordonii",0,35,85,-10,-10,0,12,4,0,0,1,,,
2016,18,"333","Ivesia gordonii","Ivesia gordonii",0,40,80,-10,-10,1,0,0,0,0,1,,,
2016,18,"334","Elymus lanceolatus","Elymus lanceolatus",0,40,75,-10,-10,0,24,20,4,0,1,,,"1 clump"
2016,18,"335","Ivesia gordonii","Ivesia gordonii",0,85,80,-10,-10,0,19,5,30,0,1,,,
2016,18,"336","Elymus lanceolatus","Elymus lanceolatus",0,90,100,-10,-10,0,26,24,18,0,1,,,"1 clump"
2016,18,"1166","Lupinus argenteus","Lupinus argenteus",0,123,75,-10,-10,0,6,4,0,0,1,,,
2016,18,"339","Heterotheca villosa","Heterotheca villosa",0,145,195,-10,-10,0,20,5,30,0,1,,,
2016,18,"1174A","Ivesia gordonii","Ivesia gordonii",0,166,164,-10,-10,0,2.5,3,0,0,1,,,
2016,18,"337","Ivesia gordonii","Ivesia gordonii",0,180,160,-10,-10,0,12,6,0,0,1,,,
2016,19,"1830","Lupinus argenteus","Lupinus argenteus",0,68,32,-10,-10,0,10,6,0,0,1,,,
2016,19,"340","Ivesia gordonii","Ivesia gordonii",0,55,15,-10,-10,0,12,6,1,0,1,,,
2016,19,"341","Ivesia gordonii","Ivesia gordonii",0,77,28,-10,-10,0,11,5,3,0,1,,,
2016,19,"344","Heterotheca villosa","Heterotheca villosa",0,100,35,-20,5,0,60,6,17,0,1,,,
2016,19,"345","Lupinus argenteus","Lupinus argenteus",0,95,30,-10,-10,0,18,10,1,0,1,,,
2016,19,"1169","Ivesia gordonii","Ivesia gordonii",0,103,5,-10,-10,1,0,0,0,0,1,,,
2016,19,"1170","Eriogonum umbellatum","Eriogonum umbellatum",0,148,30,-10,-10,1,0,0,0,0,1,,,"growth and died"
2016,19,"1173","Lupinus argenteus","Lupinus argenteus",0,103,21,-10,-10,0,4,5,0,0,1,,,
2016,19,"342","Eriogonum umbellatum","Eriogonum umbellatum",0,105,20,-33,-17,0,110,3,41,0,1,,,
2016,19,"343","Senecio crassulus","Senecio crassulus",0,103,10,-10,-10,0,5,7,0,0,1,,,"id was wrong 2015"
2016,19,"346","Elymus lanceolatus","Elymus lanceolatus",0,110,15,-10,-10,0,12,9,0,0,1,,,
2016,19,"347","Elymus lanceolatus","Elymus lanceolatus",0,146,15,10,0,0,27,18,3,0,1,,,"3 clumps"
2016,19,"1167","Senecio crassulus","Senecio crassulus",0,176,35,-10,-10,0,0.5,1,0,0,1,,,"wrong taxa in 2015"
2016,19,"1171","Ivesia gordonii","Ivesia gordonii",0,182,12,-10,-10,0,2,2.5,0,0,1,,,
2016,19,"1835","Eriogonum umbellatum","Eriogonum umbellatum",0,180,46,-10,-10,0,1,0.5,0,1,1,,,
2016,19,"1836","Ivesia gordonii","Ivesia gordonii",0,178,44,-10,-10,0,0.5,0.5,0,1,1,,,
2016,19,"1837","Eriogonum umbellatum","Eriogonum umbellatum",0,178,45,-10,-10,0,2.1,1,0,1,1,,,
2016,19,"1838","Senecio crassulus","Senecio crassulus",0,178,44,-10,-10,0,0.5,1,0,1,1,,,
2016,19,"372","Ivesia gordonii","Ivesia gordonii",0,5,75,0,-10,0,22,6,7,0,1,,,
2016,19,"1605","Ivesia gordonii","Ivesia gordonii",0,85,90,-10,-10,0,0.5,0.3,0,0,1,,,
2016,19,"1606","Ivesia gordonii","Ivesia gordonii",0,108,94,-10,-10,0,0.5,0.5,0,0,1,,,
2016,19,"1831","Ivesia gordonii","Ivesia gordonii",0,108,90,-10,-10,0,0.5,0.5,0,1,1,,,
2016,19,"1832","Heterotheca villosa","Heterotheca villosa",1,110,89,-10,-10,0,0.5,0.5,0,1,1,,,
2016,19,"1839","Ivesia gordonii","Ivesia gordonii",0,135,55,-10,-10,0,7,4,0,0,1,,,"split from 348"
2016,19,"348","Ivesia gordonii","Ivesia gordonii",0,125,65,-10,-10,0,10,4,6,0,1,,,
2016,19,"353","Eriogonum umbellatum","Eriogonum umbellatum",0,105,95,-10,-10,0,12,2,1,0,1,,,"2 stems"
2016,19,"354","Ivesia gordonii","Ivesia gordonii",0,105,100,-10,-10,0,8,4,1,0,1,,,
2016,19,"356","Ivesia gordonii","Ivesia gordonii",0,110,100,5,0,0,3,3,0,0,1,,,
2016,19,"1597","Eriogonum umbellatum","Eriogonum umbellatum",0,194,65,5,-5,0,7,1,0,0,1,,,
2016,19,"1598","Eriogonum umbellatum","Eriogonum umbellatum",0,186,63,0,5,1,0,0,0,0,1,,,
2016,19,"1599","Eriogonum umbellatum","Eriogonum umbellatum",0,184,59,-10,10,1,0,0,0,0,1,,,
2016,19,"349","Heterotheca villosa","Heterotheca villosa",0,185,62,-10,-10,0,40,7,21,0,1,,,
2016,19,"350","Eriogonum umbellatum","Eriogonum umbellatum",0,187,55,-10,-10,0,2,2,0,0,1,,,
2016,19,"351","Ivesia gordonii","Ivesia gordonii",0,170,65,-10,-10,0,5,3,0,0,1,,,
2016,19,"352","Ivesia gordonii","Ivesia gordonii",0,175,70,-10,-10,0,4,4,0,0,1,,,
2016,19,"358","Ivesia gordonii","Ivesia gordonii",0,165,100,-10,-10,0,4.5,2,0,0,1,,,
2016,19,"1603","Ivesia gordonii","Ivesia gordonii",0,95,125,-10,-10,0,1.5,1.5,0,0,1,,,
2016,19,"1604","Ivesia gordonii","Ivesia gordonii",0,88,114,-10,-10,0,1,0.5,0,0,1,,,
2016,19,"357","Ivesia gordonii","Ivesia gordonii",0,95,105,-5,0,0,3,3,0,0,1,,,
2016,19,"369","Heterotheca villosa","Heterotheca villosa",0,100,145,-10,-10,0,13,5,8,0,1,,,
2016,19,"370","Eriogonum umbellatum","Eriogonum umbellatum",0,85,145,-10,-10,0,12,3,2,0,1,,,
2016,19,"1602","Ivesia gordonii","Ivesia gordonii",0,143,116,-10,-10,0,1,1,0,0,1,,,
2016,19,"355","Ivesia gordonii","Ivesia gordonii",0,105,105,-5,0,0,8,5,0,0,1,,,
2016,19,"359","Eriogonum umbellatum","Eriogonum umbellatum",0,145,105,-10,-10,0,4.5,2,0,0,1,,,
2016,19,"360","Ivesia gordonii","Ivesia gordonii",0,130,107,-10,-10,0,2,2,0,0,1,,,
2016,19,"373","Ivesia unknown","Ivesia gordonii",0,105,105,0,10,0,0,0,0,0,1,,,
2016,19,"1168","Lupinus argenteus","Lupinus argenteus",0,198,110,-10,-10,0,1,1.5,0,0,1,,,
2016,19,"1172","Ivesia gordonii","Ivesia gordonii",0,155,124,-10,-10,0,0.5,0.5,0,0,1,,,
2016,19,"1600","Eriogonum umbellatum","Eriogonum umbellatum",0,171,122,-10,-10,0,1.5,1.5,0,0,1,,,
2016,19,"1601","Eriogonum umbellatum","Eriogonum umbellatum",0,165,135,-10,0,0,1.5,1.5,0,0,1,,,
2016,19,"1833","Ivesia gordonii","Ivesia gordonii",0,160,120,-10,-10,0,2,2,0,0,1,,,
2016,19,"1834","Heterotheca villosa","Heterotheca villosa",0,154,116,-10,-10,0,0.5,0.5,0,1,1,,,
2016,19,"361","Ivesia gordonii","Ivesia gordonii",0,170,107,-10,-10,0,2.5,2,0,0,1,,,
2016,19,"362","Ivesia gordonii","Ivesia gordonii",0,160,110,-10,-10,0,0.5,1,0,0,1,,,
2016,19,"363","Heterotheca villosa","Heterotheca villosa",0,160,120,-10,0,0,13,5,1,0,1,,,
2016,19,"364","Eriogonum umbellatum","Eriogonum umbellatum",0,165,130,-5,0,0,7,1,0,0,1,,,
2016,19,"365","Ivesia gordonii","Ivesia gordonii",0,155,140,-5,0,0,9,5,9,0,1,,,
2016,19,"366","Elymus lanceolatus","Elymus lanceolatus",0,165,140,10,0,0,22,18,7,0,1,,,
2016,19,"371","Ivesia gordonii","Ivesia gordonii",0,80,155,-10,-10,0,14,4,0,0,1,,,
2016,19,"368","Eriogonum umbellatum","Eriogonum umbellatum",0,115,185,-10,-10,0,43,4,29,0,1,,,
2016,19,"367","Eriogonum umbellatum","Eriogonum umbellatum",0,170,160,-10,-10,0,2,1.5,0,0,1,,,
2016,20,"1175","Eriogonum umbellatum","Eriogonum umbellatum",0,9,7,0,-10,0,2,1,0,0,1,,,
2016,20,"1176","Eriogonum umbellatum","Eriogonum umbellatum",0,3,5,0,-10,0,1,1,0,0,1,,,
2016,20,"1177","Eriogonum umbellatum","Eriogonum umbellatum",0,8,16,0,-10,1,0,0,0,0,1,,,
2016,20,"1178","Ivesia gordonii","Ivesia gordonii",0,22,28,-10,-10,1,0,0,0,0,1,,,
2016,20,"1179","Arenaria congesta","Arenaria congesta",0,20,30,-10,-10,0,21,2,2,0,23,2,2,
2016,20,"1180","Eriogonum umbellatum","Eriogonum umbellatum",0,10,25,-10,-10,0,1,1,0,0,1,,,
2016,20,"1181","Arenaria congesta","Arenaria congesta",0,10,22,-10,-10,0,17,3,0,0,12,2,3,
2016,20,"1182","Eriogonum umbellatum","Eriogonum umbellatum",0,23,44,-10,-10,0,1,1,0,0,1,,,
2016,20,"1184","Lupinus argenteus","Lupinus argenteus",0,38,28,-10,-10,1,0,0,0,0,1,,,
2016,20,"1185","Senecio crassulus","Senecio crassulus",0,33,27,-10,-10,1,0,0,0,0,1,,,
2016,20,"1186","Eriogonum umbellatum","Eriogonum umbellatum",0,33,25,-10,-10,0,0,0,0,0,1,,,
2016,20,"1607","Chaenactis douglasii","Chaenactis douglasii",0,39,12,-10,-10,1,0,0,0,0,1,,,
2016,20,"1608","Senecio crassulus","Senecio crassulus",0,32,25,-10,-10,1,0,0,0,0,1,,,
2016,20,"1609","Eriogonum umbellatum","Eriogonum umbellatum",0,45,35,-10,-10,0,1,0.5,0,0,1,,,
2016,20,"1867","Lupinus argenteus","Lupinus argenteus",0,50,28,-10,-10,0,11,6,0,0,1,,,
2016,20,"1868","Chaenactis douglasii","Chaenactis douglasii",0,49,35,0,10,0,0.5,1,0,1,1,,,
2016,20,"1870","Eriogonum umbellatum","Eriogonum umbellatum",0,45,43,0,10,0,1,1,0,1,1,,,
2016,20,"1871","Lupinus argenteus","Lupinus argenteus",0,39,39,0,10,0,2,2,0,0,1,,,"bad condition"
2016,20,"1872","Agoseris glauca","Agoseris glauca",0,38,39,0,10,0,0.5,1,0,1,1,,,
2016,20,"1873","Ivesia gordonii","Ivesia gordonii",0,40,42,-10,-10,0,1,1,0,0,1,,,
2016,20,"1874","Heterotheca villosa","Heterotheca villosa",0,40,35,-10,-10,0,1,1,0,0,1,,,
2016,20,"1875","Eriogonum umbellatum","Eriogonum umbellatum",0,38,30,-10,-10,0,1,1,0,0,1,,,"looks dead"
2016,20,"1876","Lupinus argenteus","Lupinus argenteus",0,35,44,-10,-10,0,5,2.5,0,0,1,,,
2016,20,"1877","Eriogonum umbellatum","Eriogonum umbellatum",0,32,35,-10,-10,0,1,0.5,0,1,1,,,
2016,20,"1878","Penstemon whippleanus","Penstemon whippleanus",0,35,27,-10,-10,0,1.5,1.5,0,1,1,,,
2016,20,"1879","Viola praemorsa","Viola praemorsa",0,2,17,-10,-10,0,8,4,0,0,1,,,
2016,20,"1880","Heterotheca villosa","Heterotheca villosa",0,15,7,-10,-10,0,1,1.5,0,1,1,,,
2016,20,"1881","Heterotheca villosa","Heterotheca villosa",0,7,15,-10,-10,0,1,1.5,0,1,1,,,
2016,20,"1882","Ivesia gordonii","Ivesia gordonii",0,35,26,-10,-10,0,2.5,2.5,0,1,1,,,
2016,20,"1883","Senecio crassulus","Senecio crassulus",0,22,21,-10,-10,0,1,3,0,1,1,,,
2016,20,"1884","Senecio crassulus","Senecio crassulus",0,16,28,-10,-10,0,2,1,0,1,1,,,
2016,20,"1885","Agoseris glauca","Agoseris glauca",0,13,24,-10,-10,0,3,7,1,0,1,,,
2016,20,"1886","Heterotheca villosa","Heterotheca villosa",0,5,27,-10,0,0,2,2,0,1,1,,,
2016,20,"1887","Senecio crassulus","Senecio crassulus",0,1,27,-10,0,0,1,2,0,1,1,,,
2016,20,"1888","Lupinus argenteus","Lupinus argenteus",0,16,29,-10,-10,0,5,4,0,0,1,,,
2016,20,"1889","Eriogonum umbellatum","Eriogonum umbellatum",0,25,24,-30,-30,0,50,1,0,1,19,1,1,
2016,20,"374","Ivesia gordonii","Ivesia gordonii",0,5,12,0,-10,0,15,7,14,0,1,,,
2016,20,"375","Eriogonum umbellatum","Eriogonum umbellatum",0,8,8,10,0,1,0,0,0,0,1,,,
2016,20,"376","Lupinus argenteus","Lupinus argenteus",0,8,18,5,-5,1,0,0,0,0,1,,,
2016,20,"377","Lupinus argenteus","Lupinus argenteus",0,14,24,5,-5,1,0,0,0,0,1,,,
2016,20,"378","Lupinus argenteus","Lupinus argenteus",0,20,27,5,-5,1,0,0,0,0,1,,,
2016,20,"379","Ivesia gordonii","Ivesia gordonii",0,24,27,5,10,0,7,5,1,0,1,,,
2016,20,"380","Arenaria congesta","Arenaria congesta",0,17,35,5,-3,0,14,3,0,0,1,,,
2016,20,"381","Lupinus argenteus","Lupinus argenteus",0,20,45,-10,-10,1,0,0,0,0,1,,,
2016,20,"382","Ivesia gordonii","Ivesia gordonii",0,12,37,0,5,0,7,4,1,0,1,,,
2016,20,"383","Lupinus argenteus","Lupinus argenteus",0,13,30,-10,-10,1,0,0,0,0,1,,,
2016,20,"384","Lupinus argenteus","Lupinus argenteus",0,0,30,0,-10,0,0,0,0,0,1,,,
2016,20,"385","Lupinus argenteus","Lupinus argenteus",0,5,30,0,-10,1,0,0,0,0,1,,,
2016,20,"386","Arenaria congesta","Arenaria congesta",0,23,39,5,-5,0,10,2,0,0,8,1,1,
2016,20,"387","Arenaria congesta","Arenaria congesta",0,28,35,5,-5,0,14,2.5,0,0,7,2.5,2.5," 7 clumps"
2016,20,"388","Lupinus argenteus","Lupinus argenteus",0,10,49,10,0,1,0,0,0,0,1,,,
2016,20,"389A","Elymus lanceolatus","Elymus lanceolatus",0,16,30,5,0,0,33,27,26,0,1,,,
2016,20,"390","Lupinus argenteus","Lupinus argenteus",0,25,45,0,5,1,0,0,0,0,1,,,
2016,20,"400","Eriogonum umbellatum","Eriogonum umbellatum",0,43,10,-5,-2,0,31,30,24,0,1,,,
2016,20,"401","Chaenactis douglasii","Chaenactis douglasii",0,41,1,-10,0,0,11,6,16,0,1,,,
2016,20,"441","Eriogonum umbellatum","Eriogonum umbellatum",0,2,6,0,10,0,0.5,0.5,0,0,1,,,
2016,20,"1187","Lupinus argenteus","Lupinus argenteus",0,54,45,0,-10,1,0,0,0,0,1,,,
2016,20,"1188","Lupinus argenteus","Lupinus argenteus",0,85,19,-10,-10,1,0,0,0,0,1,,,"tag lost"
2016,20,"1620","Chaenactis douglasii","Chaenactis douglasii",0,100,40,-10,-10,0,12,5,3,0,1,,,
2016,20,"1861","Eriogonum umbellatum","Eriogonum umbellatum",0,69,31,-10,-10,0,1,0.5,0,0,1,,,
2016,20,"1862","Phacelia hastata","Phacelia hastata",0,56,17,-10,-10,0,1.5,2,0,0,1,,,
2016,20,"1863","Lupinus argenteus","Lupinus argenteus",0,64,33,-10,-10,0,4,3,0,0,1,,,
2016,20,"1864","Lupinus argenteus","Lupinus argenteus",0,64,37,-10,-10,0,3,3,0,0,1,,,
2016,20,"1865","Arenaria congesta","Arenaria congesta",0,64,38,-10,-10,0,1,1,0,0,1,,,
2016,20,"1866","Arenaria congesta","Arenaria congesta",0,60,22,-10,-10,0,13,1,0,0,7,1,1,
2016,20,"1869","Eriogonum umbellatum","Eriogonum umbellatum",0,58,37,10,0,0,1,1,0,1,1,,,
2016,20,"396","Lupinus argenteus","Lupinus argenteus",0,55,50,-10,-10,1,0,0,0,0,1,,,
2016,20,"397","Lupinus argenteus","Lupinus argenteus",0,58,43,-10,-10,1,0,0,0,0,1,,,
2016,20,"398","Ivesia gordonii","Ivesia gordonii",0,55,26,-10,-10,0,14,6,1,0,1,,,
2016,20,"399","Ivesia gordonii","Ivesia gordonii",0,57,22,-10,-10,0,12,4,0,0,1,,,
2016,20,"402","Arenaria congesta","Arenaria congesta",0,77,20,-10,-10,0,21,2,0,0,1,,,
2016,20,"403","Elymus lanceolatus","Elymus lanceolatus",0,74,25,-10,-10,0,24,18,3,0,1,,,
2016,20,"404","Arenaria congesta","Arenaria congesta",0,75,25,-10,-10,0,12,3,0,0,1,,,
2016,20,"406","Senecio crassulus","Senecio crassulus",0,65,47,-10,-10,0,15,10,2,0,1,,,
2016,20,"408","Elymus lanceolatus","Elymus lanceolatus",0,97,18,-10,-10,0,28,20,11,0,1,,,
2016,20,"1190","Lupinus argenteus","Lupinus argenteus",0,117,26,-10,-10,0,1,1,0,0,1,,,
2016,20,"405","Arenaria congesta","Arenaria congesta",0,102,15,-10,-10,0,9,2,1,0,1,,,
2016,20,"1191","Lupinus argenteus","Lupinus argenteus",0,195,15,-10,-10,0,3,3,0,0,1,,,
2016,20,"1183","Arenaria congesta","Arenaria congesta",0,45,68,-10,-10,0,15,2,0,0,15,1,1,
2016,20,"1610","Senecio crassulus","Senecio crassulus",0,2,83,-10,-10,1,0,0,0,0,1,,,
2016,20,"1611","Lupinus argenteus","Lupinus argenteus",0,44,65,-10,-10,1,0,0,0,0,1,,,
2016,20,"1615","Eriogonum umbellatum","Eriogonum umbellatum",0,47,58,-10,-10,0,1,1,0,0,1,,,
2016,20,"1856","Agoseris glauca","Agoseris glauca",0,22,56,-10,-10,0,1.5,2,0,0,1,,,
2016,20,"1857","Lupinus argenteus","Lupinus argenteus",0,28,52,-10,-10,0,9,6,0,0,1,,,
2016,20,"391","Lupinus argenteus","Lupinus argenteus",0,18,58,10,0,1,0,0,0,0,1,,,
2016,20,"392","Ivesia gordonii","Ivesia gordonii",0,43,70,-10,-10,0,23,6,4,0,1,,,
2016,20,"393","Heterotheca villosa","Heterotheca villosa",0,42,55,5,0,0,5,2,0,0,1,,,
2016,20,"394","Eriogonum umbellatum","Eriogonum umbellatum",0,49,55,5,0,0,0.5,0.5,0,0,1,,,
2016,20,"395","Eriogonum umbellatum","Eriogonum umbellatum",0,49,55,5,0,0,0.5,0.5,0,0,1,,,
2016,20,"436","Eriogonum umbellatum","Eriogonum umbellatum",0,0,80,0,-10,0,70,3,167,0,1,,,
2016,20,"437","Agoseris glauca","Agoseris glauca",0,1,85,0,-10,0,13,10,0,0,1,,,
2016,20,"438","Elymus lanceolatus","Elymus lanceolatus",0,9,82.75,0,-5,0,35,29,19,0,1,,,
2016,20,"442","Achnatherum lettermanii","Achnatherum lettermanii",0,1,80,0,-10,0,17,19,12,0,1,,,"1 clump"
2016,20,"443","Pseudocymopterus montanus","Pseudocymopterus montanus",0,0,85,0,-15,0,4,2,2,0,1,,,
2016,20,"1189","Lupinus argenteus","Lupinus argenteus",0,93,54,-10,-10,1,0,0,0,0,1,,,
2016,20,"1612","Lupinus argenteus","Lupinus argenteus",0,51,58,-10,-10,1,0,0,0,0,1,,,
2016,20,"1613","Lupinus argenteus","Lupinus argenteus",0,56,68,-10,-10,1,0,0,0,0,1,,,
2016,20,"1614","Lupinus argenteus","Lupinus argenteus",0,65,85,-10,-10,0,7,6,0,0,1,,,
2016,20,"1854","Lupinus argenteus","Lupinus argenteus",0,95,86,-10,-10,0,8,6,0,0,1,,,
2016,20,"1858","Eriogonum umbellatum","Eriogonum umbellatum",0,52,65,-10,-10,0,1,1,0,0,1,,,
2016,20,"1859","Lupinus argenteus","Lupinus argenteus",0,66,66,-10,-10,0,2,2,0,0,1,,,
2016,20,"1860","Lupinus argenteus","Lupinus argenteus",0,66,70,-10,-10,0,4,2,0,0,1,,,
2016,20,"407","Eriogonum umbellatum","Eriogonum umbellatum",0,70,55,-10,-10,0,6,3,2,0,1,,,
2016,20,"1855","Lupinus argenteus","Lupinus argenteus",0,125,70,-10,-10,0,13,7,0,0,1,,,
2016,20,"411","Heterotheca villosa","Heterotheca villosa",0,125,100,-10,-10,0,34,8.5,55,0,1,,,
2016,20,"413","Elymus lanceolatus","Elymus lanceolatus",0,125,85.25,-10,-10,0,30,22,9,0,1,,,"7 clump"
2016,20,"416","Elymus lanceolatus","Elymus lanceolatus",0,130,90,0,-10,0,15,17,1,0,1,,,
2016,20,"1192","Chaenactis douglasii","Chaenactis douglasii",0,195,85,-10,-10,1,0,0,0,0,1,,,
2016,20,"1202","Lupinus argenteus","Lupinus argenteus",0,95,115,-10,-10,0,3,3.5,0,0,1,,,
2016,20,"1204","Lupinus argenteus","Lupinus argenteus",0,130,120,-10,-10,1,0,0,0,0,1,,,
2016,20,"1619","Arenaria congesta","Arenaria congesta",0,105,150,-10,-10,1,0,0,0,0,1,,,"it belogns to plot 20, not 23"
2016,20,"1853","Lupinus argenteus","Lupinus argenteus",0,125,135,-10,-10,0,6,5,0,0,1,,,
2016,20,"412","Eriogonum umbellatum","Eriogonum umbellatum",0,140,110,0,1,0,44,4,64,0,1,,,
2016,20,"1841","Lupinus argenteus","Lupinus argenteus",0,189,115,-10,-10,0,11,7,0,0,1,,,
2016,20,"419","Lupinus argenteus","Lupinus argenteus",0,190,145,-10,-10,1,0,0,0,0,1,,,
2016,20,"1205","Lupinus argenteus","Lupinus argenteus",0,50,188,-10,-10,1,0,0,0,0,1,,,
2016,20,"1840","Ivesia gordonii","Ivesia gordonii",0,37,192,0,10,0,2,3,0,0,1,,,
2016,20,"432","Ivesia gordonii","Ivesia gordonii",0,35,190,-10,-10,0,14,10,6,0,1,,,
2016,20,"433","Ivesia gordonii","Ivesia gordonii",0,10,175,-10,-10,0,17,6,13,0,1,,,
2016,20,"434","Ivesia gordonii","Ivesia gordonii",0,1,160,-10,-10,0,12,7,5,0,1,,,
2016,20,"435","Ivesia gordonii","Ivesia gordonii",0,10,152,-10,-10,0,20,6,17,0,1,,,
2016,20,"1203","Lupinus argenteus","Lupinus argenteus",0,75,178,-10,-10,0,0,0,0,0,1,,,
2016,20,"1206","Lupinus argenteus","Lupinus argenteus",0,55,182,-10,-10,1,0,0,0,0,1,,,
2016,20,"1616","Lupinus argenteus","Lupinus argenteus",0,99,198,-10,-10,1,0,0,0,0,1,,,
2016,20,"431","Lupinus argenteus","Lupinus argenteus",0,100,175,-10,-10,0,11,7,0,0,1,,,
2016,20,"1193","Lupinus argenteus","Lupinus argenteus",0,134,186,-10,-10,0,3,4,0,0,1,,,
2016,20,"1201","Lupinus argenteus","Lupinus argenteus",0,140,187,-10,-10,1,0,0,0,0,1,,,
2016,20,"1617","Lupinus argenteus","Lupinus argenteus",0,122,157,-10,-10,0,14,10,0,0,1,,,
2016,20,"1842","Heterotheca villosa","Heterotheca villosa",0,132,163,-10,-10,0,3,3,1,0,1,,,
2016,20,"1843","Eriogonum umbellatum","Eriogonum umbellatum",0,135,183,-10,-10,0,6,0.5,0,1,3,0.5,0.5,
2016,20,"1844","Ivesia gordonii","Ivesia gordonii",0,149,188,-10,0,0,0.5,0.5,0,1,1,,,
2016,20,"1850","Elymus lanceolatus","Elymus lanceolatus",0,150,155,-10,-10,0,2,5,0,0,1,,,
2016,20,"425","Lupinus argenteus","Lupinus argenteus",0,150,185,-10,-10,0,0,0,0,0,1,,,
2016,20,"429","Lupinus argenteus","Lupinus argenteus",0,105,198,-10,-10,1,0,0,0,0,1,,,
